Loan_ID,Port_ID,OriginalLoanAmount,OutstandingAmount,CollateralValue,CreditRating
37446,4,80000,72634,80800,B
37447,4,40000,27611,43200,AAA
37448,1,60000,41096,59400,BB
37449,3,60000,50591,62400,AAA
37450,5,60000,41415,61200,BB
37451,5,100000,96583,102000,B
37452,2,80000,79651,83200,BBB
37453,5,20000,17612,20800,BB
37454,1,20000,15939,20800,AAA
37455,5,100000,81421,100000,BB
37456,6,40000,26192,42800,A
37457,1,20000,13130,21800,AAA
37458,1,60000,45907,61200,A
37459,1,60000,48340,64200,B
37460,8,100000,80741,103000,BBB
37461,3,60000,52117,63000,CCC
37462,2,40000,33663,39600,B
37463,5,60000,40609,63000,BB
37464,1,40000,39240,40000,BBB
37465,3,40000,33602,42800,AAA
37466,7,80000,78542,86400,BBB
37467,3,80000,66163,85600,AA
37468,3,80000,73865,84800,BB
37469,2,80000,60304,80000,BB
37470,8,40000,22524,43600,B
37471,1,100000,85711,103000,AA
37472,5,80000,63292,87200,A
37473,4,60000,54792,60600,BBB
37474,2,100000,81067,103000,AAA
37475,1,60000,57336,62400,AA
37476,5,20000,17858,22000,BB
37477,6,40000,31778,39600,BBB
37478,3,80000,67207,87200,AA
37479,5,60000,43397,63600,B
37480,6,80000,74577,81600,B
37481,2,60000,56385,59400,BBB
37482,2,100000,84073,101000,AAA
37483,7,60000,42186,60000,CCC
37484,5,40000,37250,40000,AAA
37485,6,80000,62199,81600,AA
37486,4,80000,61020,80000,AAA
37487,1,100000,99465,110000,AA
37488,8,40000,21030,40000,A
37489,3,40000,39548,40400,AA
37490,5,60000,44870,63600,BBB
37491,3,100000,99726,106000,BBB
37492,2,100000,94457,101000,B
37493,5,100000,87028,99000,B
37494,7,40000,31880,40000,BBB
37495,8,60000,42791,62400,BB
37496,6,40000,32287,43600,B
37497,1,80000,68069,88000,A
37498,4,40000,25066,41600,A
37499,5,20000,13675,20000,BBB
37500,3,60000,48055,64800,A
37501,4,20000,19642,20200,BB
37502,1,100000,85624,104000,BBB
37503,8,80000,64572,80000,A
37504,5,40000,22475,41200,BB
37505,4,40000,33522,41600,CCC
37506,2,20000,16078,21000,B
37507,7,80000,68398,83200,BB
37508,2,80000,79578,81600,A
37509,6,60000,48571,62400,AAA
37510,5,80000,71806,83200,B
37511,5,20000,19774,21800,BB
37512,1,60000,47178,62400,A
37513,7,100000,89426,105000,BBB
37514,7,80000,62932,86400,BBB
37515,1,20000,14568,20200,BB
37516,5,40000,23728,43200,A
37517,7,80000,69540,85600,A
37518,3,20000,13161,21400,AAA
37519,3,60000,58226,59400,A
37520,2,60000,52411,60600,BBB
37521,8,40000,33501,43600,BB
37522,8,100000,86988,110000,BB
37523,5,20000,14527,22000,AAA
37524,2,40000,36750,42000,A
37525,8,20000,12651,20000,AA
37526,8,40000,21225,44000,AA
37527,7,100000,98188,100000,BB
37528,3,40000,34165,42000,BBB
37529,2,20000,12394,19800,AAA
37530,3,60000,58830,59400,BB
37531,6,60000,51941,64200,B
37532,5,60000,42279,60000,A
37533,8,40000,39779,39600,CCC
37534,1,20000,12761,20400,CCC
37535,3,40000,30807,43200,CCC
37536,4,40000,38978,43200,A
37537,1,60000,58530,59400,B
37538,2,60000,53801,62400,CCC
37539,5,60000,46973,65400,CCC
37540,8,100000,92386,109000,AA
37541,4,40000,22132,42000,BB
37542,6,60000,54394,62400,A
37543,7,60000,49035,61800,AAA
37544,5,80000,71091,80000,B
37545,7,40000,34890,39600,A
37546,3,40000,27571,40400,B
37547,4,20000,10893,20000,CCC
37548,1,100000,94693,108000,CCC
37549,5,60000,51858,60000,BBB
37550,5,60000,51612,64800,A
37551,8,40000,23540,40800,CCC
37552,3,80000,70240,87200,BBB
37553,5,40000,24452,41600,A
37554,1,60000,45169,59400,CCC
37555,3,80000,78194,84000,BB
37556,2,40000,30248,41200,AAA
37557,3,100000,92228,104000,AA
37558,6,40000,29114,41200,AAA
37559,3,100000,85524,105000,AA
37560,5,40000,34410,41200,A
37561,4,60000,59639,62400,CCC
37562,1,100000,94666,105000,BB
37563,7,80000,76737,82400,AA
37564,4,60000,44422,66000,CCC
37565,8,20000,10205,20000,BBB
37566,3,20000,12177,21400,AAA
37567,7,60000,41239,60000,B
37568,2,20000,13732,20600,A
37569,6,20000,17703,22000,AAA
37570,2,80000,67118,84000,B
37571,2,100000,82484,99000,BBB
37572,6,60000,50854,66000,CCC
37573,6,80000,76772,83200,A
37574,2,20000,11018,21000,BB
37575,8,100000,85451,102000,CCC
37576,4,80000,79318,84000,CCC
37577,4,80000,67661,83200,A
37578,7,40000,37003,42400,BB
37579,5,100000,87747,105000,CCC
37580,2,40000,26067,41600,AAA
37581,7,40000,33601,40800,AAA
37582,3,80000,68046,80800,AAA
37583,1,60000,47138,63000,A
37584,3,100000,90877,102000,AAA
37585,4,100000,88961,103000,BBB
37586,4,80000,70300,84800,AA
37587,6,20000,18163,21600,AA
37588,1,40000,25527,42000,CCC
37589,4,60000,51860,64200,AA
37590,8,40000,32597,42800,B
37591,4,100000,81410,105000,B
37592,1,100000,89368,106000,BB
37593,3,40000,28920,39600,A
37594,4,80000,68699,79200,B
37595,5,80000,69823,88000,B
37596,8,60000,40402,66000,AAA
37597,1,80000,70288,87200,A
37598,7,100000,80194,99000,B
37599,3,80000,68682,82400,BBB
37600,1,60000,59598,63600,B
37601,8,20000,11775,20800,AA
37602,8,80000,64414,88000,AA
37603,1,40000,21755,40400,BB
37604,3,80000,65229,80800,B
37605,6,100000,95374,99000,BBB
37606,7,60000,44351,64200,BBB
37607,3,20000,16351,21400,CCC
37608,8,100000,88581,105000,B
37609,8,100000,98828,108000,B
37610,1,60000,50480,63000,BB
37611,4,40000,35158,44000,A
37612,5,20000,10933,20400,AAA
37613,1,60000,53197,60600,B
37614,4,80000,60564,79200,B
37615,3,60000,40950,64800,B
37616,6,80000,64298,80800,B
37617,6,40000,30041,44000,A
37618,6,60000,50663,60000,BB
37619,5,60000,59207,62400,AAA
37620,2,80000,76207,81600,A
37621,4,80000,66172,82400,BBB
37622,2,100000,80373,99000,B
37623,1,80000,61362,80000,AA
37624,7,40000,32997,40400,BB
37625,6,100000,87347,105000,AA
37626,4,60000,43977,60600,BB
37627,3,80000,69675,88000,AA
37628,8,60000,52743,63600,BBB
37629,6,40000,31779,42400,CCC
37630,3,80000,60174,87200,BBB
37631,7,100000,90240,106000,BBB
37632,4,60000,47629,61800,AA
37633,7,80000,77981,87200,AA
37634,5,100000,90317,110000,A
37635,7,80000,72622,80800,B
37636,1,80000,71349,79200,AAA
37637,2,80000,63129,88000,A
37638,1,80000,67826,88000,BBB
37639,7,60000,50323,61200,CCC
37640,1,100000,92891,106000,CCC
37641,6,100000,82193,107000,B
37642,6,60000,48802,59400,A
37643,1,100000,98286,110000,AA
37644,2,60000,48269,63000,A
37645,3,60000,40867,61800,AAA
37646,5,100000,86320,106000,BBB
37647,3,60000,49957,62400,B
37648,6,60000,40071,61800,AAA
37649,7,100000,92252,109000,BBB
37650,5,60000,42022,60600,AAA
37651,1,80000,77970,84800,A
37652,4,80000,78979,80800,AAA
37653,8,100000,80423,105000,A
37654,1,80000,69368,82400,A
37655,2,80000,78890,85600,CCC
37656,6,80000,65550,88000,CCC
37657,2,60000,53917,64800,AAA
37658,5,60000,51807,63600,B
37659,4,20000,17107,21000,AA
37660,2,40000,35910,41600,A
37661,6,60000,54526,60000,BB
37662,7,80000,66143,79200,AA
37663,1,100000,86040,106000,B
37664,4,20000,14257,21800,B
37665,4,40000,32314,39600,AAA
37666,2,80000,60311,79200,B
37667,7,40000,31929,42400,BBB
37668,3,40000,20176,41200,CCC
37669,5,60000,48710,63600,AA
37670,7,40000,31694,41200,BBB
37671,6,40000,28355,42800,CCC
37672,1,80000,63214,85600,BB
37673,5,80000,60773,81600,A
37674,3,100000,85063,104000,A
37675,6,100000,83850,99000,BBB
37676,5,60000,43216,65400,CCC
37677,1,100000,80418,102000,AA
37678,4,80000,78219,79200,AAA
37679,4,100000,85725,109000,AAA
37680,1,40000,32715,42000,A
37681,6,40000,22417,41600,AAA
37682,2,60000,44251,59400,BB
37683,6,60000,49674,61200,BB
37684,7,100000,82352,106000,BBB
37685,3,100000,85506,108000,B
37686,7,40000,35998,41600,CCC
37687,8,60000,58613,63600,AA
37688,2,60000,53492,64200,CCC
37689,2,80000,70233,80000,AA
37690,4,100000,88207,101000,BBB
37691,2,40000,32289,42000,BBB
37692,5,20000,14264,21000,A
37693,6,100000,97867,109000,BBB
37694,4,40000,25453,41200,AAA
37695,8,80000,67101,85600,AA
37696,1,40000,31163,40800,BB
37697,6,40000,31303,43600,BBB
37698,8,60000,49446,64200,AA
37699,6,40000,22854,42800,CCC
37700,8,60000,56572,59400,CCC
37701,3,60000,51120,65400,AAA
37702,4,60000,57673,64800,A
37703,4,100000,81458,99000,A
37704,5,80000,72050,79200,AA
37705,5,20000,15047,21400,CCC
37706,6,100000,91466,106000,A
37707,6,20000,13620,22000,B
37708,1,80000,66117,83200,BB
37709,2,80000,66429,81600,BBB
37710,3,40000,22363,40400,A
37711,6,40000,20398,40000,AA
37712,6,60000,42403,61200,AAA
37713,2,60000,57862,59400,B
37714,2,100000,96112,105000,CCC
37715,8,60000,52306,64200,BB
37716,1,60000,43966,63600,BB
37717,5,100000,90813,109000,AAA
37718,4,100000,98160,100000,A
37719,7,60000,56085,59400,CCC
37720,3,80000,60460,88000,A
37721,2,40000,29275,43600,AA
37722,5,100000,85723,102000,CCC
37723,3,60000,57094,64800,AAA
37724,8,20000,12909,21000,BB
37725,1,40000,26067,42400,AA
37726,4,80000,72150,87200,BB
37727,2,100000,91909,110000,AAA
37728,6,80000,72954,84800,A
37729,1,60000,58000,64200,BB
37730,4,40000,31041,39600,CCC
37731,7,100000,81524,104000,BB
37732,5,40000,33643,42400,CCC
37733,4,20000,10078,19800,B
37734,7,100000,91223,103000,A
37735,4,100000,85912,105000,B
37736,7,60000,52084,65400,B
37737,6,80000,66314,81600,AAA
37738,3,100000,82178,106000,BB
37739,8,20000,13501,20000,CCC
37740,8,40000,36898,39600,CCC
37741,6,60000,52500,63600,AAA
37742,2,80000,73794,82400,BB
37743,2,60000,52132,63600,AA
37744,2,40000,31174,39600,B
37745,8,100000,81300,100000,BBB
37746,2,80000,75941,82400,B
37747,1,60000,58365,60600,B
37748,1,80000,65582,82400,A
37749,5,100000,95097,109000,BB
37750,2,60000,42766,64200,AAA
37751,8,100000,84382,99000,BBB
37752,2,80000,74322,88000,CCC
37753,6,40000,32571,41600,BBB
37754,1,80000,60838,83200,AAA
37755,5,20000,14232,21600,A
37756,3,40000,30069,41600,AA
37757,8,40000,20972,44000,CCC
37758,3,100000,80445,103000,B
37759,4,100000,83063,108000,AA
37760,5,60000,41837,64200,BB
37761,6,60000,40159,64800,CCC
37762,1,40000,31966,42000,AAA
37763,3,20000,14553,22000,BB
37764,3,80000,62999,81600,AA
37765,1,100000,87067,102000,BBB
37766,8,40000,36431,43600,AA
37767,1,60000,46163,63000,A
37768,3,100000,96036,104000,BB
37769,4,80000,72806,86400,CCC
37770,7,100000,82876,102000,AA
37771,7,80000,69918,82400,BBB
37772,8,80000,61015,81600,CCC
37773,8,80000,73442,88000,A
37774,5,80000,78150,88000,B
37775,1,60000,51547,62400,B
37776,7,100000,89482,102000,A
37777,5,80000,70179,84800,A
37778,4,40000,28345,42000,BB
37779,3,80000,77698,79200,BBB
37780,1,40000,30475,41200,B
37781,7,60000,42322,61200,A
37782,1,80000,77829,79200,B
37783,7,20000,14449,21800,BB
37784,6,20000,18553,20000,AAA
37785,6,60000,55409,63000,A
37786,6,80000,66162,86400,AAA
37787,4,20000,12590,20200,BB
37788,6,40000,20151,44000,AAA
37789,5,40000,28527,40000,CCC
37790,1,80000,75883,87200,BB
37791,5,40000,28016,42000,BB
37792,1,60000,47053,64800,AAA
37793,5,100000,95101,106000,A
37794,7,40000,36777,41600,A
37795,5,60000,45605,64800,BB
37796,8,100000,98092,106000,BB
37797,2,100000,94506,99000,AAA
37798,6,40000,29023,40000,A
37799,4,40000,34055,40000,CCC
37800,1,60000,50519,59400,AAA
37801,6,60000,59742,61800,BB
37802,8,40000,30400,43200,A
37803,1,80000,77284,84800,CCC
37804,2,80000,66318,88000,AAA
37805,6,80000,76876,86400,A
37806,8,100000,97594,99000,BBB
37807,2,20000,15084,21400,BB
37808,4,60000,50738,63600,CCC
37809,2,40000,24577,43600,BB
37810,5,100000,96092,102000,BB
37811,8,100000,87082,104000,CCC
37812,8,20000,11476,22000,AA
37813,2,80000,61034,80800,BBB
37814,2,80000,63594,87200,AAA
37815,8,40000,39830,43200,A
37816,5,80000,61466,86400,A
37817,5,40000,31256,42800,AA
37818,3,80000,65586,81600,A
37819,2,100000,94809,108000,BBB
37820,8,100000,82217,109000,A
37821,7,60000,45283,63000,CCC
37822,4,80000,66712,84800,BBB
37823,7,60000,59585,62400,AA
37824,8,60000,41404,63000,B
37825,3,60000,46582,59400,CCC
37826,8,100000,94602,108000,BBB
37827,2,100000,84736,106000,A
37828,2,40000,21665,40400,BBB
37829,2,60000,54712,63600,AA
37830,4,40000,23265,42000,AAA
37831,7,80000,65338,84800,B
37832,1,40000,29071,41600,A
37833,7,60000,44726,63000,BB
37834,7,80000,71138,87200,B
37835,1,80000,72363,80000,AAA
37836,2,60000,55094,61800,B
37837,3,60000,48865,61800,CCC
37838,1,80000,70652,85600,B
37839,6,40000,36939,41600,AAA
37840,5,60000,57022,63000,A
37841,7,100000,99443,105000,AA
37842,7,60000,48381,62400,A
37843,3,40000,35905,41600,AA
37844,5,100000,95800,108000,BBB
37845,3,80000,78326,87200,BB
37846,3,100000,97393,101000,B
37847,2,40000,25729,41600,BB
37848,1,60000,40955,64200,CCC
37849,1,40000,36892,40000,AA
37850,2,40000,38945,44000,AAA
37851,2,60000,58301,63000,BB
37852,5,80000,79462,84800,BB
37853,2,60000,44873,63600,A
37854,3,80000,75861,87200,A
37855,2,40000,21948,43200,AA
37856,7,80000,77438,88000,BBB
37857,3,100000,81791,100000,AAA
37858,6,60000,46057,64800,BBB
37859,3,100000,97418,103000,A
37860,8,100000,90964,108000,BBB
37861,4,80000,64138,81600,BB
37862,6,100000,91910,103000,AAA
37863,7,60000,49440,60000,BBB
37864,2,40000,28830,44000,AAA
37865,4,80000,68019,87200,AAA
37866,6,100000,99077,101000,AA
37867,4,80000,72346,88000,AAA
37868,2,60000,48872,64800,BBB
37869,1,40000,32961,39600,B
37870,1,100000,88069,106000,A
37871,1,40000,22036,42800,AA
37872,7,40000,35696,44000,AA
37873,6,60000,43871,63000,B
37874,8,40000,35947,42000,BB
37875,3,80000,66653,80000,BBB
37876,3,40000,21673,44000,BB
37877,4,80000,71468,80800,AA
37878,7,60000,44447,64800,AAA
37879,3,60000,40970,66000,B
37880,7,100000,80069,110000,CCC
37881,3,80000,63655,87200,A
37882,3,100000,91543,104000,AA
37883,6,60000,49294,61200,A
37884,7,40000,39063,42800,CCC
37885,8,40000,30473,43200,CCC
37886,7,20000,10084,21000,BB
37887,6,80000,64988,79200,BBB
37888,6,40000,28687,41600,CCC
37889,8,20000,19772,20200,A
37890,1,60000,46817,62400,AAA
37891,6,40000,30557,43600,CCC
37892,6,100000,96098,110000,BBB
37893,4,80000,70891,83200,BBB
37894,2,40000,23994,41600,BBB
37895,3,40000,33503,43600,B
37896,7,100000,91212,105000,A
37897,5,40000,39299,41200,CCC
37898,6,100000,91563,102000,B
37899,1,20000,17867,20400,BB
37900,1,60000,45303,61200,BB
37901,8,80000,72306,82400,AAA
37902,8,80000,69688,87200,BBB
37903,4,20000,13611,20400,AA
37904,8,80000,62950,87200,B
37905,3,20000,15621,20800,B
37906,2,40000,31992,42800,BBB
37907,5,60000,44609,59400,BB
37908,7,100000,91578,99000,A
37909,6,80000,70155,84800,B
37910,4,60000,58304,65400,AA
37911,7,40000,31060,44000,BB
37912,5,80000,63293,82400,BB
37913,4,40000,36692,40000,A
37914,3,40000,36296,40800,BBB
37915,5,100000,93460,99000,CCC
37916,3,40000,26934,44000,CCC
37917,7,100000,88772,107000,AAA
37918,8,60000,40444,64800,AAA
37919,2,20000,11823,20400,BBB
37920,5,60000,41562,62400,AAA
37921,8,40000,24415,42400,AAA
37922,4,60000,54242,64800,BB
37923,4,100000,97918,107000,B
37924,7,20000,15127,22000,BBB
37925,7,40000,22454,44000,AA
37926,5,100000,82916,109000,AA
37927,2,100000,92162,108000,A
37928,8,20000,10588,20800,B
37929,4,60000,44624,59400,BBB
37930,1,40000,36036,40000,BB
37931,7,60000,57138,63000,BBB
37932,2,60000,57842,60000,B
37933,8,100000,83842,101000,B
37934,4,100000,86105,105000,A
37935,7,40000,35566,41600,CCC
37936,4,100000,96087,99000,BBB
37937,2,40000,36411,44000,BB
37938,7,80000,60904,84800,B
37939,3,100000,84404,110000,AAA
37940,3,80000,71925,86400,AA
37941,1,100000,95586,102000,AAA
37942,3,100000,90322,103000,BBB
37943,5,40000,22092,42400,AA
37944,2,60000,42346,66000,AA
37945,6,100000,91242,99000,CCC
37946,3,60000,45354,61200,BB
37947,3,80000,76054,84800,CCC
37948,6,80000,70210,80800,A
37949,5,20000,15915,21400,A
37950,4,100000,91595,105000,AAA
37951,6,100000,83353,104000,BBB
37952,7,40000,20795,40000,BBB
37953,8,100000,91107,110000,A
37954,4,40000,39901,39600,BBB
37955,8,80000,70365,80000,AA
37956,2,100000,93504,101000,BBB
37957,8,40000,25069,42000,B
37958,1,20000,12008,20200,A
37959,1,80000,76620,85600,BB
37960,6,20000,15367,21000,BBB
37961,2,60000,47709,63000,A
37962,3,80000,75195,86400,B
37963,6,80000,76442,80800,CCC
37964,8,100000,80199,101000,AAA
37965,3,60000,50905,64200,BB
37966,2,60000,51158,62400,A
37967,1,100000,98565,102000,A
37968,4,80000,67446,82400,CCC
37969,6,100000,82353,108000,AAA
37970,5,60000,46620,60000,A
37971,1,60000,41355,60000,CCC
37972,6,20000,15886,21400,AA
37973,2,80000,67256,80800,CCC
37974,6,60000,55184,64200,B
37975,5,100000,83647,103000,BB
37976,4,80000,68854,84800,AA
37977,3,20000,10406,20000,AA
37978,4,20000,11045,19800,CCC
37979,5,80000,78392,85600,BBB
37980,1,80000,75880,82400,AA
37981,7,40000,27053,41600,CCC
37982,4,60000,46830,60000,AA
37983,5,80000,63974,85600,BBB
37984,1,20000,11637,20000,BBB
37985,2,100000,99079,105000,BBB
37986,4,40000,31946,41600,AA
37987,1,60000,54686,64200,AAA
37988,6,80000,79446,84000,BBB
37989,2,40000,35980,42000,AA
37990,1,60000,44938,59400,CCC
37991,6,100000,93869,107000,A
37992,2,100000,89776,103000,A
37993,2,40000,26058,42000,AA
37994,1,40000,23304,43200,CCC
37995,6,80000,70874,88000,AAA
37996,8,80000,79335,82400,CCC
37997,5,60000,41659,60600,BBB
37998,7,60000,49371,60000,AAA
37999,8,40000,39369,41200,AA
38000,1,40000,35254,42400,BB
38001,5,80000,60453,88000,CCC
38002,1,60000,58003,64200,BBB
38003,6,80000,79915,88000,A
38004,7,20000,14175,21600,AA
38005,6,20000,17484,21600,AA
38006,2,40000,20036,42400,A
38007,5,80000,76344,86400,AAA
38008,7,100000,89073,102000,BBB
38009,8,40000,28086,39600,AAA
38010,6,80000,68388,84800,AAA
38011,7,80000,76504,85600,BBB
38012,2,80000,70291,79200,BB
38013,7,60000,43554,61200,A
38014,8,40000,32535,40800,A
38015,6,100000,92776,102000,CCC
38016,4,20000,14354,21400,B
38017,2,40000,20746,40800,AAA
38018,1,40000,24598,42400,A
38019,5,40000,27313,44000,AA
38020,4,100000,88447,100000,B
38021,2,40000,30939,42800,CCC
38022,6,40000,35503,42400,AA
38023,5,100000,98044,103000,BBB
38024,1,100000,92311,99000,BB
38025,5,80000,73893,79200,CCC
38026,7,60000,42475,61800,A
38027,5,60000,57541,60600,A
38028,2,60000,44623,64800,BB
38029,1,60000,55536,65400,BB
38030,5,40000,29035,44000,A
38031,1,80000,63811,87200,AA
38032,8,20000,19493,21800,B
38033,6,100000,86793,104000,B
38034,8,80000,67916,79200,B
38035,8,80000,76553,86400,B
38036,4,40000,28841,40400,CCC
38037,3,80000,65933,85600,CCC
38038,6,20000,10822,21000,B
38039,1,80000,60696,81600,BB
38040,3,80000,76122,86400,BB
38041,6,80000,74355,82400,BB
38042,3,100000,84201,109000,A
38043,3,60000,46026,62400,BBB
38044,6,60000,51105,63600,B
38045,8,60000,50008,62400,BBB
38046,8,100000,97351,106000,CCC
38047,3,40000,20546,41600,A
38048,7,20000,13089,21400,B
38049,2,80000,78791,88000,AA
38050,6,40000,28659,44000,A
38051,2,80000,61533,85600,B
38052,2,60000,41204,66000,A
38053,6,100000,86048,105000,BBB
38054,5,100000,83739,105000,AA
38055,8,80000,78031,79200,AAA
38056,4,100000,90139,100000,B
38057,6,80000,64299,85600,B
38058,4,40000,34575,42400,BB
38059,8,80000,66348,79200,A
38060,7,100000,88385,109000,CCC
38061,2,60000,56030,64800,CCC
38062,2,60000,48288,63600,A
38063,7,100000,93652,110000,A
38064,3,100000,85794,102000,BBB
38065,6,40000,22666,40000,CCC
38066,5,100000,86653,99000,AAA
38067,5,80000,77666,82400,BBB
38068,4,100000,98953,107000,A
38069,5,20000,14821,20200,BB
38070,3,100000,99969,109000,AAA
38071,2,40000,21235,39600,BB
38072,7,60000,54298,63000,BB
38073,2,20000,13044,20000,B
38074,5,20000,16150,20600,B
38075,7,40000,21477,43600,BB
38076,2,40000,29995,40400,A
38077,8,60000,59054,63000,BBB
38078,8,100000,90996,100000,AAA
38079,7,100000,85924,109000,CCC
38080,6,100000,87194,107000,B
38081,8,40000,25141,41600,BBB
38082,5,60000,47161,64200,A
38083,5,40000,31193,43200,BB
38084,7,100000,88523,102000,CCC
38085,8,80000,76331,83200,AA
38086,3,60000,50881,66000,A
38087,6,20000,13021,21200,BBB
38088,6,80000,63980,80800,AAA
38089,4,80000,71440,86400,CCC
38090,4,40000,20300,43600,BB
38091,2,20000,16163,22000,AA
38092,7,40000,22304,40400,BBB
38093,8,20000,15614,21800,BBB
38094,2,80000,62479,87200,AA
38095,2,80000,60648,86400,CCC
38096,7,100000,83911,104000,B
38097,2,60000,51984,59400,AAA
38098,5,60000,56767,59400,BBB
38099,8,60000,47646,64800,AAA
38100,6,80000,72785,81600,AAA
38101,7,100000,93384,100000,B
38102,4,80000,67592,84800,B
38103,2,80000,79745,81600,AA
38104,5,20000,14603,20000,AAA
38105,1,40000,20508,41200,A
38106,8,100000,94173,105000,AAA
38107,8,40000,27896,40800,BB
38108,4,100000,96327,109000,CCC
38109,2,80000,74886,82400,A
38110,8,80000,75381,81600,BBB
38111,6,100000,99433,109000,A
38112,1,60000,43507,61800,BB
38113,4,100000,98065,104000,BB
38114,8,40000,38573,39600,AAA
38115,3,60000,52660,64200,AAA
38116,8,60000,49512,60600,BB
38117,8,60000,40959,63000,A
38118,2,100000,95794,106000,B
38119,5,40000,31314,42400,CCC
38120,3,80000,68255,80000,A
38121,6,60000,55180,62400,A
38122,5,80000,68991,81600,CCC
38123,4,20000,11647,21400,BB
38124,4,100000,90674,104000,CCC
38125,8,100000,98159,102000,BBB
38126,2,80000,75172,83200,BBB
38127,5,40000,32589,40800,A
38128,1,100000,91755,102000,A
38129,6,100000,90883,108000,AA
38130,6,80000,77562,86400,A
38131,6,80000,74310,86400,BBB
38132,6,60000,57237,60000,BBB
38133,2,40000,30204,41200,BBB
38134,2,20000,13251,20200,B
38135,4,40000,37005,40400,AAA
38136,4,60000,46183,60600,BBB
38137,4,40000,27614,43200,A
38138,4,100000,86416,103000,BBB
38139,3,80000,70837,87200,AAA
38140,3,100000,88347,101000,CCC
38141,5,60000,53917,61200,B
38142,7,20000,16641,21000,BBB
38143,4,100000,95305,110000,AAA
38144,5,60000,53655,60600,AAA
38145,7,100000,87168,105000,CCC
38146,5,40000,38353,39600,AAA
38147,5,40000,20352,39600,AAA
38148,4,40000,30930,40000,CCC
38149,7,60000,40381,64200,BBB
38150,6,80000,72621,80000,AAA
38151,7,100000,90968,99000,BB
38152,5,100000,89077,110000,A
38153,6,20000,10888,21200,BB
38154,4,40000,33986,40000,CCC
38155,5,40000,38618,40000,BBB
38156,4,60000,41973,64200,BB
38157,5,20000,19522,21400,A
38158,4,40000,20880,40000,BB
38159,1,40000,30541,42000,A
38160,4,40000,23047,42400,BB
38161,8,100000,82790,109000,A
38162,1,100000,82449,100000,CCC
38163,6,100000,91146,109000,A
38164,5,100000,82561,103000,AA
38165,3,80000,71241,79200,A
38166,1,100000,80887,108000,BB
38167,3,40000,34129,43200,AA
38168,4,60000,57829,60600,BB
38169,2,60000,52461,59400,BB
38170,3,80000,67426,81600,AAA
38171,4,40000,22536,39600,CCC
38172,2,40000,34973,40800,BB
38173,6,40000,25111,43600,BB
38174,5,20000,17385,21600,CCC
38175,4,80000,79090,85600,BB
38176,5,40000,22910,40800,AAA
38177,4,60000,46417,59400,B
38178,7,40000,34253,43200,BB
38179,5,40000,35436,40000,BB
38180,6,80000,67231,81600,BBB
38181,2,20000,15713,22000,CCC
38182,2,100000,96953,105000,AAA
38183,2,20000,11476,20800,B
38184,5,60000,58697,65400,B
38185,4,60000,49731,64200,AA
38186,1,80000,75412,85600,AAA
38187,7,100000,97703,109000,AAA
38188,4,80000,69034,80800,CCC
38189,2,100000,87623,106000,BB
38190,8,60000,40697,66000,B
38191,5,100000,94686,101000,CCC
38192,5,40000,22776,41600,BBB
38193,7,80000,60383,81600,AA
38194,8,40000,25579,44000,BBB
38195,4,60000,45451,64200,BBB
38196,5,60000,45477,59400,B
38197,1,60000,50634,63600,BBB
38198,2,60000,57740,64800,BBB
38199,1,40000,33122,42800,B
38200,8,80000,73148,85600,BBB
38201,1,60000,53317,64800,A
38202,7,40000,39426,42400,BB
38203,5,40000,24294,41600,A
38204,5,40000,30366,43600,CCC
38205,6,80000,79770,85600,BB
38206,2,20000,11260,21800,B
38207,6,80000,71719,85600,AA
38208,4,20000,15334,21400,A
38209,3,40000,39168,43200,BB
38210,6,100000,96343,105000,BB
38211,3,60000,43887,62400,A
38212,2,100000,95157,99000,AA
38213,2,20000,14385,20200,BBB
38214,7,100000,80157,110000,CCC
38215,5,100000,97252,109000,AA
38216,7,60000,53839,64800,CCC
38217,5,100000,94440,104000,BB
38218,5,100000,87028,108000,BB
38219,4,80000,65444,86400,AAA
38220,8,100000,98877,103000,CCC
38221,2,40000,21801,40400,AA
38222,2,80000,69764,79200,A
38223,5,60000,49047,63600,BB
38224,8,80000,73442,81600,AA
38225,3,60000,42641,61800,BB
38226,4,40000,29525,41600,BBB
38227,3,20000,14257,20800,BB
38228,3,100000,93142,104000,B
38229,5,40000,29873,41600,BBB
38230,1,40000,39368,40800,AA
38231,4,20000,14897,21000,AAA
38232,8,20000,15213,21200,BB
38233,2,100000,91963,100000,BBB
38234,7,40000,38882,44000,BBB
38235,3,40000,27837,44000,A
38236,2,40000,35283,40000,AAA
38237,5,60000,46112,60000,BBB
38238,2,60000,51840,60000,CCC
38239,2,100000,93604,103000,CCC
38240,5,60000,43312,61200,AAA
38241,6,60000,51091,60000,CCC
38242,6,40000,22478,42800,BB
38243,2,20000,13241,20200,CCC
38244,7,40000,37580,41600,B
38245,5,60000,45184,60000,A
38246,8,20000,10452,20000,CCC
38247,8,20000,17730,20800,B
38248,6,60000,54137,62400,B
38249,2,60000,51814,63600,A
38250,8,40000,32748,40000,CCC
38251,5,80000,67068,79200,AAA
38252,2,60000,46398,61200,AAA
38253,1,40000,38209,40400,BB
38254,8,80000,73197,84800,AAA
38255,2,20000,15276,20000,A
38256,2,100000,92014,107000,AAA
38257,6,80000,68189,87200,AA
38258,3,60000,45353,64800,AAA
38259,5,40000,35605,44000,CCC
